path,label,label_id
Tomato_Leaf_Mold/907da8ff-9de5-4078-a1f4-f3cd4bd2a37d___Crnl_L.Mold 6685.JPG,Tomato_Leaf_Mold,3
Tomato_Late_blight/3fae9c64-18f0-4a67-9f97-554248bb1bed___GHLB_PS Leaf 24 Day 16.jpg,Tomato_Late_blight,2
Tomato_Bacterial_spot/f4304000-5523-4fc6-93e4-9e570a1d237d___GCREC_Bact.Sp 5689.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/b2b63d7c-d8f7-44ff-b53e-6214ddbed5d9___RS_Erly.B 9509.JPG,Tomato_Early_blight,1
Tomato_Late_blight/189f8e47-0892-4c82-b0b9-7a51b6c83a04___RS_Late.B 7193.JPG,Tomato_Late_blight,2
Tomato_healthy/ed6f80a2-c69f-4d33-ad3d-ef2186aa1db1___RS_HL 9669.JPG,Tomato_healthy,0
Tomato_Early_blight/b4d37218-1f10-4232-8eeb-dd4106f0f1af___RS_Erly.B 7702.JPG,Tomato_Early_blight,1
Tomato_Early_blight/aafda29f-64e8-4f9a-8b71-d32b5ee27fef___RS_Erly.B 9431.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/9414280e-9042-4dcc-88a5-1dabc5b4016d___GCREC_Bact.Sp 3206.JPG,Tomato_Bacterial_spot,4
Tomato_Late_blight/2e86ab04-c41e-4a4b-a674-552176d72ab1___GHLB2 Leaf 100.JPG,Tomato_Late_blight,2
Tomato_Bacterial_spot/b19191da-a846-4e30-85b2-a028e1d85376___UF.GRC_BS_Lab Leaf 8635.JPG,Tomato_Bacterial_spot,4
Tomato_healthy/39b1d9c6-7a13-426f-9154-563e6a8d0438___RS_HL 0563.JPG,Tomato_healthy,0
Tomato_healthy/06704d9f-3bbc-40cd-a5eb-258ed55e172b___GH_HL Leaf 491.1.JPG,Tomato_healthy,0
Tomato_healthy/930689fd-9e44-497a-9724-7e7080de02fe___RS_HL 9754.JPG,Tomato_healthy,0
Tomato_Bacterial_spot/4a2b419c-69a8-4eb0-9802-15d7feffe59f___GCREC_Bact.Sp 3821.JPG,Tomato_Bacterial_spot,4
Tomato_Bacterial_spot/a00ce27e-dd79-4ef4-a483-545499246e71___GCREC_Bact.Sp 5986.JPG,Tomato_Bacterial_spot,4
Tomato_Late_blight/8faf866d-77a2-4876-983f-42389db476dc___RS_Late.B 7003.JPG,Tomato_Late_blight,2
Tomato_Leaf_Mold/9d807622-ab39-4aa3-a70a-a2a62aa17679___Crnl_L.Mold 9136.JPG,Tomato_Leaf_Mold,3
Tomato_Bacterial_spot/54b4add6-a01f-4a1e-a7cf-fb1db09e853a___GCREC_Bact.Sp 3584.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/16ce3799-ff03-4724-8c99-48a4243a6ff9___RS_Erly.B 9565.JPG,Tomato_Early_blight,1
Tomato_Leaf_Mold/3c38d571-10d9-4213-9892-e77c97a692dc___Crnl_L.Mold 9027.JPG,Tomato_Leaf_Mold,3
Tomato_Leaf_Mold/9252cc55-7007-4d2f-871b-6fafff4068c8___Crnl_L.Mold 6776.JPG,Tomato_Leaf_Mold,3
Tomato_Bacterial_spot/71bbf536-8d96-427e-8dd5-1f330b24aff9___GCREC_Bact.Sp 2982.JPG,Tomato_Bacterial_spot,4
Tomato_healthy/115c8bc1-06b9-4679-9159-46e5640c39e7___GH_HL Leaf 206.2.JPG,Tomato_healthy,0
Tomato_Late_blight/ff03c1b7-ae44-4b97-b0c8-ec2c6ca7f4e5___GHLB2ES Leaf 63.1.JPG,Tomato_Late_blight,2
Tomato_Late_blight/5fe78bd1-bf00-4863-93b9-5dc3ca8fbba4___RS_Late.B 5444.JPG,Tomato_Late_blight,2
Tomato_Early_blight/f93578b3-4b98-4b13-95c3-495c656963f4___RS_Erly.B 8340.JPG,Tomato_Early_blight,1
Tomato_healthy/ce9cef60-51af-4e89-bbe7-bf463d767e99___RS_HL 0614.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/ecee5a37-1c82-4f93-a9d9-d1c098e6514d___Crnl_L.Mold 8618.JPG,Tomato_Leaf_Mold,3
Tomato_Bacterial_spot/04fcd6e4-a96e-49ba-b67a-32b88337b505___GCREC_Bact.Sp 3689.JPG,Tomato_Bacterial_spot,4
Tomato_Bacterial_spot/990e1cbf-b978-478e-b332-d12b3855fd57___GCREC_Bact.Sp 6223.JPG,Tomato_Bacterial_spot,4
Tomato_Leaf_Mold/09240d05-a928-4491-9f13-ee42b693e2bd___Crnl_L.Mold 6610.JPG,Tomato_Leaf_Mold,3
Tomato_Late_blight/d2619e9f-172d-4c42-8513-0ab522c02824___GHLB Leaf 2.2 Day 16.JPG,Tomato_Late_blight,2
Tomato_Late_blight/e131a4c1-21d7-40cd-a19f-02456e411750___GHLB Leaf 3 Day 1.JPG,Tomato_Late_blight,2
Tomato_Late_blight/b687c1bd-478f-45ea-a69d-d66f980dea08___GHLB Leaf 7 Day 6.JPG,Tomato_Late_blight,2
Tomato_healthy/8db75488-efa8-48f9-bfe8-453b1b5a2b94___RS_HL 9706.JPG,Tomato_healthy,0
Tomato_Late_blight/90b93808-6b41-4539-9a76-ebe75ba61202___GHLB2 Leaf 155.JPG,Tomato_Late_blight,2
Tomato_healthy/0a334ae6-bea3-4453-b200-85e082794d56___GH_HL Leaf 310.1.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/4459390d-64ca-42d2-977b-afb0ed667701___Crnl_L.Mold 6714.JPG,Tomato_Leaf_Mold,3
Tomato_Early_blight/5ac465b8-86c9-469a-a656-add4ab1f14e4___RS_Erly.B 6473.JPG,Tomato_Early_blight,1
Tomato_Early_blight/d3fd3d9c-60ba-432c-a4a7-049f014ecace___RS_Erly.B 7696.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/7e7479df-7aac-4b5f-9724-db28ca442a74___GCREC_Bact.Sp 3215.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/0982d864-182e-4d36-959a-dcc67d85d9e6___RS_Erly.B 9481.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/1a570997-ffc2-4166-a436-8f6a7facd3fc___GCREC_Bact.Sp 3227.JPG,Tomato_Bacterial_spot,4
Tomato_Late_blight/a7049041-4ef3-4c55-b4bf-7721ca5630f4___RS_Late.B 5142.JPG,Tomato_Late_blight,2
Tomato_Late_blight/b25eff13-2674-4954-a6b8-bbd05ebbe154___GHLB2 Leaf 114.3.JPG,Tomato_Late_blight,2
Tomato_Late_blight/29f85d31-a9c2-404a-b7bc-9a5b9cd7aa88___RS_Late.B 5541.JPG,Tomato_Late_blight,2
Tomato_Leaf_Mold/ad0f47b8-f36c-42a8-8c9d-9c24f91a3ef1___Crnl_L.Mold 8891.JPG,Tomato_Leaf_Mold,3
Tomato_Late_blight/67bb7136-ae93-4839-853b-26e6cbf868f6___GHLB2 Leaf 105.JPG,Tomato_Late_blight,2
Tomato_Early_blight/8714986a-ae97-489a-8259-67411bfa2379___RS_Erly.B 9400.JPG,Tomato_Early_blight,1
Tomato_Leaf_Mold/0e508a3f-af06-4c8a-be78-5c38d2d4fb68___Crnl_L.Mold 6775.JPG,Tomato_Leaf_Mold,3
Tomato_healthy/8379a9cc-775f-4e91-b880-09d9afb361ac___RS_HL 0596.JPG,Tomato_healthy,0
Tomato_Early_blight/9eec6625-b337-403b-b93c-e809f4e0b8c4___RS_Erly.B 7681.JPG,Tomato_Early_blight,1
Tomato_healthy/37203047-d8ba-43f7-b31e-d496c41c569c___GH_HL Leaf 389.JPG,Tomato_healthy,0
Tomato_Bacterial_spot/5317478a-63d0-4ba5-a23d-983e9bbf2635___GCREC_Bact.Sp 6369.JPG,Tomato_Bacterial_spot,4
Tomato_Bacterial_spot/cb4644f6-9f79-4cad-96e8-08da62d43550___GCREC_Bact.Sp 5732.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/0bb52721-51a6-4343-8c54-de15cedf8e5c___RS_Erly.B 7572.JPG,Tomato_Early_blight,1
Tomato_Late_blight/288f203e-7996-4290-afa7-f95c0c30506a___RS_Late.B 5562.JPG,Tomato_Late_blight,2
Tomato_Late_blight/08816f81-65f4-4372-84e8-d27b67a193d5___GHLB2 Leaf 152.JPG,Tomato_Late_blight,2
Tomato_Early_blight/8e4238dc-b4fd-46d0-8892-965e64dad7ab___RS_Erly.B 9404.JPG,Tomato_Early_blight,1
Tomato_Leaf_Mold/0eda4dc5-7f7b-4e27-9e53-1e0326eef88e___Crnl_L.Mold 8850.JPG,Tomato_Leaf_Mold,3
Tomato_Bacterial_spot/ea5451fc-7d10-4a88-8193-cbbdb1f8f748___GCREC_Bact.Sp 3785.JPG,Tomato_Bacterial_spot,4
Tomato_Late_blight/17948fd9-d37a-4324-b0e1-0b03701682f0___GHLB2 Leaf 8746.JPG,Tomato_Late_blight,2
Tomato_Late_blight/534dba84-d298-46bc-ac4a-c23e7c982ee4___RS_Late.B 4993.JPG,Tomato_Late_blight,2
Tomato_Leaf_Mold/c6583f61-77e9-4417-aed3-44198e567580___Crnl_L.Mold 8947.JPG,Tomato_Leaf_Mold,3
Tomato_Early_blight/2efd143b-619d-455d-9b16-95536cad01e3___RS_Erly.B 7780.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/c1968e07-0f5b-4187-b718-868f1c24228d___GCREC_Bact.Sp 3639.JPG,Tomato_Bacterial_spot,4
Tomato_Bacterial_spot/5b247678-19af-4134-941e-de7bb39cee22___UF.GRC_BS_Lab Leaf 8800.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/f4e5115b-ca57-4f02-9271-0c8eda45717e___RS_Erly.B 8317.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/21e92c79-7f6e-457f-887f-a6e7ba02494b___GCREC_Bact.Sp 6049.JPG,Tomato_Bacterial_spot,4
Tomato_Bacterial_spot/c3ac7b7a-a626-4004-ae2b-58720f38f027___GCREC_Bact.Sp 6299.JPG,Tomato_Bacterial_spot,4
Tomato_Late_blight/8168a850-1360-49cf-8ecc-77730cc24ac5___RS_Late.B 4979.JPG,Tomato_Late_blight,2
Tomato_Bacterial_spot/e1fa4f5f-d166-4483-95c4-0c420ee2098e___GCREC_Bact.Sp 3458.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/21d6c7aa-20d7-4434-9248-e21d073e165a___RS_Erly.B 7495.JPG,Tomato_Early_blight,1
Tomato_healthy/42e607e9-916c-470c-a17d-ec5348a40ded___RS_HL 0373.JPG,Tomato_healthy,0
Tomato_Late_blight/d75573fb-2bd8-43fa-9af5-3f219e35142f___RS_Late.B 5070.JPG,Tomato_Late_blight,2
Tomato_Late_blight/0172b2ff-6f6f-43e1-9a63-ea4bb2bce450___GHLB_PS Leaf 17 Day 9.jpg,Tomato_Late_blight,2
Tomato_Leaf_Mold/bccf2fe9-b834-47bf-b0c3-ecdc41c56614___Crnl_L.Mold 6523.JPG,Tomato_Leaf_Mold,3
Tomato_healthy/89ecd925-23ef-4bfe-8c55-cad05161aca2___GH_HL Leaf 236.1.JPG,Tomato_healthy,0
Tomato_Early_blight/f0eb00dc-22da-4c8b-b86d-72157ea9e71d___RS_Erly.B 9610.JPG,Tomato_Early_blight,1
Tomato_Late_blight/4fd803b3-c615-4d9e-9bee-54766b05672e___RS_Late.B 5002.JPG,Tomato_Late_blight,2
Tomato_Early_blight/0e2e58b7-1417-49c4-b014-b5efb4b4b831___RS_Erly.B 8256.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/4128179b-06ee-4ad1-b2a9-792c448f5eb8___UF.GRC_BS_Lab Leaf 0219.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/0ecc2ee7-fb66-41fa-a23b-9bdeaf31078a___RS_Erly.B 6381.JPG,Tomato_Early_blight,1
Tomato_Early_blight/54a33a0e-3bf6-44de-ba94-8b5096f1cb6e___RS_Erly.B 7668.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/d489099b-31cf-484f-a0d6-46f24e6875ab___GCREC_Bact.Sp 3523.JPG,Tomato_Bacterial_spot,4
Tomato_healthy/da10b674-6bd2-4e1f-ba50-f08caac7a2ec___RS_HL 9742.JPG,Tomato_healthy,0
Tomato_Bacterial_spot/c32b4ac0-1b2c-4f26-9cb7-ba400bc2614e___GCREC_Bact.Sp 3385.JPG,Tomato_Bacterial_spot,4
Tomato_Late_blight/0fd882fa-471d-4bcc-ab2b-efdfaf904bc3___GHLB2 Leaf 8915.JPG,Tomato_Late_blight,2
Tomato_Leaf_Mold/a36014db-d82c-4b96-8de0-87d9b32bcfd0___Crnl_L.Mold 6634.JPG,Tomato_Leaf_Mold,3
Tomato_Leaf_Mold/dc61dd2d-7b0f-4927-a3af-4ad0c71bda15___Crnl_L.Mold 6561.JPG,Tomato_Leaf_Mold,3
Tomato_healthy/3d16ce8b-81ef-4be2-aec6-d1deab7282b4___RS_HL 0089.JPG,Tomato_healthy,0
Tomato_Late_blight/fbe8ab0c-7091-4bea-a2a5-94765096a7c9___RS_Late.B 6999.JPG,Tomato_Late_blight,2
Tomato_Late_blight/9a1a1ad7-f715-40a5-b136-0e0d1618ef60___RS_Late.B 6120.JPG,Tomato_Late_blight,2
Tomato_Bacterial_spot/ffabbe39-4939-414b-af91-825f80fa4d4a___UF.GRC_BS_Lab Leaf 0870.JPG,Tomato_Bacterial_spot,4
Tomato_Leaf_Mold/50f3f827-c254-4de3-a7d3-0a5d755367fc___Crnl_L.Mold 8733.JPG,Tomato_Leaf_Mold,3
Tomato_Bacterial_spot/f6084490-18e3-489a-9144-4584db9c1d38___GCREC_Bact.Sp 3049.JPG,Tomato_Bacterial_spot,4
Tomato_Bacterial_spot/072f9c7d-c296-49d9-a432-6ec9448cab2a___GCREC_Bact.Sp 3558.JPG,Tomato_Bacterial_spot,4
Tomato_Leaf_Mold/7f9fdc98-b176-45ac-a56f-28accf0a5a95___Crnl_L.Mold 6945.JPG,Tomato_Leaf_Mold,3
Tomato_Late_blight/a6b6fba1-bd00-4934-9029-ed51c46ed962___RS_Late.B 4894.JPG,Tomato_Late_blight,2
Tomato_Late_blight/142fbb48-886a-4b2b-8a2a-52e548e7e2b7___GHLB2 Leaf 117.3.JPG,Tomato_Late_blight,2
Tomato_Early_blight/68d40fcc-8554-4973-9abc-27fc1928cc9c___RS_Erly.B 7595.JPG,Tomato_Early_blight,1
Tomato_healthy/bab33032-182b-43c7-8eea-392267cd11ef___RS_HL 9822.JPG,Tomato_healthy,0
Tomato_Late_blight/a06cd325-69d3-476c-a515-7e836bb39f3a___RS_Late.B 7126.JPG,Tomato_Late_blight,2
Tomato_Early_blight/cb0e04ea-9d44-4c3f-b528-d7aa32aa0b85___RS_Erly.B 7850.JPG,Tomato_Early_blight,1
Tomato_healthy/c9bc09dd-7a19-46b6-ac5a-d857d50f0e5c___RS_HL 0484.JPG,Tomato_healthy,0
Tomato_Early_blight/baea464c-e54b-4e22-8bbc-8047d19ed0cf___RS_Erly.B 8323.JPG,Tomato_Early_blight,1
Tomato_Leaf_Mold/abc565cd-fe1c-4839-ad1f-5721d4506a2c___Crnl_L.Mold 9082.JPG,Tomato_Leaf_Mold,3
Tomato_Early_blight/289972f1-4f80-432d-8f44-39c16ea787c3___RS_Erly.B 7542.JPG,Tomato_Early_blight,1
Tomato_Late_blight/c3a42f36-c157-43ce-b12b-af47bf026171___GHLB2 Leaf 105.1.JPG,Tomato_Late_blight,2
Tomato_Bacterial_spot/e76d1b61-beb7-448d-ab33-328d3e99cbbc___GCREC_Bact.Sp 3796.JPG,Tomato_Bacterial_spot,4
Tomato_Leaf_Mold/81a0a46e-f862-4a63-8304-e2c537ca8fb2___Crnl_L.Mold 6824.JPG,Tomato_Leaf_Mold,3
Tomato_healthy/6e3fca10-be50-4074-ada4-3122e864d4e0___GH_HL Leaf 294.1.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/f6ac8e4d-e718-48c4-acb4-614733512c96___Crnl_L.Mold 7052.JPG,Tomato_Leaf_Mold,3
Tomato_healthy/787fe2db-da4f-4655-bbb7-6fd8025feffe___RS_HL 9795.JPG,Tomato_healthy,0
Tomato_healthy/3b97d56b-a10d-4518-a332-a16f58238d6c___RS_HL 0240.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/354c1fb7-f8ee-4a39-af91-0e5ef49b20bb___Crnl_L.Mold 8959.JPG,Tomato_Leaf_Mold,3
Tomato_Bacterial_spot/91da720b-dc5c-4e35-8b74-50229a43f8be___GCREC_Bact.Sp 2956.JPG,Tomato_Bacterial_spot,4
Tomato_Late_blight/58f61006-7ddb-48f7-86cd-7b2cc7858d0d___RS_Late.B 5110.JPG,Tomato_Late_blight,2
Tomato_healthy/aa0058b5-2857-40fd-8b40-24d728574aec___RS_HL 0415.JPG,Tomato_healthy,0
Tomato_Bacterial_spot/177b8ce1-d77a-41d7-93ac-852d37d69faa___GCREC_Bact.Sp 3390.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/b63549aa-e944-482e-9329-3b1fb95f92c8___RS_Erly.B 9597.JPG,Tomato_Early_blight,1
Tomato_Leaf_Mold/8f901183-1af4-402b-87b7-d3838d598ce9___Crnl_L.Mold 9006.JPG,Tomato_Leaf_Mold,3
Tomato_Late_blight/8b2bb3d4-b5db-4772-8151-2689b7d52846___GHLB_PS Leaf 19.1 Day 8.jpg,Tomato_Late_blight,2
Tomato_Late_blight/03e8a2f9-6a7e-43dd-8a1b-3eb7cf99b89b___RS_Late.B 5034.JPG,Tomato_Late_blight,2
Tomato_Late_blight/a67418bb-f556-4b1d-ac63-839c4ea89b43___RS_Late.B 6914.JPG,Tomato_Late_blight,2
Tomato_Leaf_Mold/2ecf7371-b3e3-4206-be7c-5a8f3656be8a___Crnl_L.Mold 8921.JPG,Tomato_Leaf_Mold,3
Tomato_healthy/e67f9352-aae3-45f5-9b36-f0da08037d51___RS_HL 9944.JPG,Tomato_healthy,0
Tomato_Late_blight/9eb4d497-0c22-4f14-b779-4d2df664f25a___RS_Late.B 7158.JPG,Tomato_Late_blight,2
Tomato_Bacterial_spot/d90c232c-8940-4931-8b77-346b7fecf992___GCREC_Bact.Sp 3729.JPG,Tomato_Bacterial_spot,4
Tomato_Bacterial_spot/14f9fe9d-517e-4f70-9a4b-97fff9a26e65___GCREC_Bact.Sp 6295.JPG,Tomato_Bacterial_spot,4
Tomato_healthy/62e5933a-1405-4f56-b5c6-3bb6996465f5___RS_HL 0378.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/4df098c3-c7c0-4f37-b3c4-e3d354e1296a___Crnl_L.Mold 8958.JPG,Tomato_Leaf_Mold,3
Tomato_Early_blight/b6bdfe3b-7cb9-48e1-86b2-4ccaf3770af1___RS_Erly.B 9477.JPG,Tomato_Early_blight,1
Tomato_healthy/64518a58-5c06-4a14-9ab6-2c4f71456050___GH_HL Leaf 394.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/22cb45f2-6368-4e94-8deb-939d1f6b85ca___Crnl_L.Mold 7084.JPG,Tomato_Leaf_Mold,3
Tomato_Leaf_Mold/fa0cb20b-cafb-494d-85f5-0af1a5785671___Crnl_L.Mold 6743.JPG,Tomato_Leaf_Mold,3
Tomato_healthy/5fdf7f4f-4847-4492-bda8-01995d192e75___GH_HL Leaf 405.JPG,Tomato_healthy,0
Tomato_Bacterial_spot/e6ec0aa5-a195-4606-a539-cf7c13f62727___GCREC_Bact.Sp 3828.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/ba19f779-d0cf-4bc7-88df-96e6080fdc96___RS_Erly.B 7599.JPG,Tomato_Early_blight,1
Tomato_Early_blight/0012b9d2-2130-4a06-a834-b1f3af34f57e___RS_Erly.B 8389.JPG,Tomato_Early_blight,1
Tomato_healthy/500f0eb8-4141-454e-a186-68350293b2ce___RS_HL 9905.JPG,Tomato_healthy,0
Tomato_Early_blight/2586a260-ecf6-40e8-aa11-4b8a50845575___RS_Erly.B 7833.JPG,Tomato_Early_blight,1
Tomato_healthy/948816c8-6d72-47ad-bafc-e1448be3459f___RS_HL 9891.JPG,Tomato_healthy,0
Tomato_healthy/cbb3f283-baaa-40b1-9e46-3414d8f74f99___GH_HL Leaf 231.1.JPG,Tomato_healthy,0
Tomato_Late_blight/e114b022-a00f-4055-9ff0-ae67c6722607___RS_Late.B 5024.JPG,Tomato_Late_blight,2
Tomato_Early_blight/f188144b-d52c-40c5-a06f-07d5796f9ab0___RS_Erly.B 9553.JPG,Tomato_Early_blight,1
Tomato_Leaf_Mold/91eeb305-5a5f-4e72-8258-776ea9ed6338___Crnl_L.Mold 7112.JPG,Tomato_Leaf_Mold,3
Tomato_Late_blight/b0fbd7bd-f906-489b-96ff-a2683eb76dd3___RS_Late.B 6173.JPG,Tomato_Late_blight,2
Tomato_Late_blight/4d8b05f5-930b-426b-bbea-0bd33e8a6c42___RS_Late.B 6830.JPG,Tomato_Late_blight,2
Tomato_Leaf_Mold/c5194079-bfc0-40d3-bc7e-d379bce83eaf___Crnl_L.Mold 6705.JPG,Tomato_Leaf_Mold,3
Tomato_Bacterial_spot/8ff85c38-bc88-4bd3-872b-363316b27b5b___GCREC_Bact.Sp 5843.JPG,Tomato_Bacterial_spot,4
Tomato_Late_blight/bbedca9b-8f66-4437-adb6-87f11edd8398___GHLB_PS Leaf 47.2 Day 18.jpg,Tomato_Late_blight,2
Tomato_Leaf_Mold/65a8115c-7646-4226-adbb-c819baac010a___Crnl_L.Mold 6842.JPG,Tomato_Leaf_Mold,3
Tomato_Late_blight/94cc1863-a527-4f26-9b08-2f3bc17ff93f___GHLB Leaf 23.3 Day 13.JPG,Tomato_Late_blight,2
Tomato_Early_blight/b165d0d3-726d-4913-8b92-3f14e1b99410___RS_Erly.B 6377.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/817211b7-a7bf-49a9-bdb8-dc78cba82ab9___GCREC_Bact.Sp 3799.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/18d8f15c-4948-4506-ae09-54169f95cf36___RS_Erly.B 7496.JPG,Tomato_Early_blight,1
Tomato_Leaf_Mold/d7fea35f-d06e-4791-9028-d032946a4bcf___Crnl_L.Mold 8666.JPG,Tomato_Leaf_Mold,3
Tomato_Bacterial_spot/bf0ce672-d1b8-49a7-a41e-5026715930e9___GCREC_Bact.Sp 6040.JPG,Tomato_Bacterial_spot,4
Tomato_Late_blight/bf1dbfe2-cbad-428f-9d91-4a63de9121bd___RS_Late.B 5036.JPG,Tomato_Late_blight,2
Tomato_Late_blight/edab4e30-5e08-4bf9-92eb-695d4472add6___RS_Late.B 5582.JPG,Tomato_Late_blight,2
Tomato_healthy/6c125a79-9b14-4a91-8f03-342910c7fe57___GH_HL Leaf 433.JPG,Tomato_healthy,0
Tomato_healthy/a5e54e01-2cd5-482a-bfba-8728ca32473c___GH_HL Leaf 426.JPG,Tomato_healthy,0
Tomato_Late_blight/e615ae3b-8526-42f0-9c0f-2678e0a50ad4___RS_Late.B 6145.JPG,Tomato_Late_blight,2
Tomato_healthy/bc6175c9-0e00-4618-af5a-3dd43a3e6266___GH_HL Leaf 238.1.JPG,Tomato_healthy,0
Tomato_healthy/8c43c178-69de-4e23-a075-1f0bdbf586db___RS_HL 0637.JPG,Tomato_healthy,0
Tomato_Leaf_Mold/b26fc8e6-5d9f-4b96-b02b-f048c4b9e05a___Crnl_L.Mold 6735.JPG,Tomato_Leaf_Mold,3
Tomato_Leaf_Mold/7e92a777-46fc-46d0-a169-e4d125c5b33e___Crnl_L.Mold 7017.JPG,Tomato_Leaf_Mold,3
Tomato_healthy/285e95b9-fe77-43a7-85ab-5ef37ae162f8___RS_HL 0047.JPG,Tomato_healthy,0
Tomato_Bacterial_spot/9f2c6d36-700b-4eec-9478-31cfaaed166e___UF.GRC_BS_Lab Leaf 0723.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/c8dd6713-727e-4811-b951-e70e44d0c483___RS_Erly.B 7817.JPG,Tomato_Early_blight,1
Tomato_Early_blight/93296d31-4bc2-4998-adce-ec243e940152___RS_Erly.B 7410.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/86675a78-d635-447c-85c8-33c683d24092___GCREC_Bact.Sp 6058.JPG,Tomato_Bacterial_spot,4
Tomato_healthy/5015e0d2-a6e3-4859-aceb-78089d1b60f7___GH_HL Leaf 186.2.JPG,Tomato_healthy,0
Tomato_healthy/f04f1e27-b6b0-43a6-b5c5-a4ec6d75ed3e___RS_HL 9737.JPG,Tomato_healthy,0
Tomato_Early_blight/3e9af11d-b43d-4bfd-9cdf-1b0d847d3bf6___RS_Erly.B 7739.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/ccf403ce-5219-4735-a7c3-709d3fc6590b___GCREC_Bact.Sp 3301.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/dc29e8de-633c-472e-8e12-c1a032437d1e___RS_Erly.B 8447.JPG,Tomato_Early_blight,1
Tomato_Early_blight/bc351ae2-a270-4e17-aff9-b1f559f665f3___RS_Erly.B 7634.JPG,Tomato_Early_blight,1
Tomato_Leaf_Mold/aaa75054-5e35-419b-98f0-ee75a065aa09___Crnl_L.Mold 6534.JPG,Tomato_Leaf_Mold,3
Tomato_Bacterial_spot/04210e47-ad95-4648-8f1e-dc183581157c___UF.GRC_BS_Lab Leaf 0320.JPG,Tomato_Bacterial_spot,4
Tomato_healthy/1528d8ea-c972-4da3-8f66-b4a0de6ace90___RS_HL 0573.JPG,Tomato_healthy,0
Tomato_Late_blight/537465e6-a88a-44d9-aa89-4e3877cee904___RS_Late.B 5433.JPG,Tomato_Late_blight,2
Tomato_healthy/6a9836cb-f987-4ccf-8841-f227989ff5ec___RS_HL 0045.JPG,Tomato_healthy,0
Tomato_Bacterial_spot/95c643fe-b526-467b-bc19-65e0f5f745f8___GCREC_Bact.Sp 6378.JPG,Tomato_Bacterial_spot,4
Tomato_Leaf_Mold/03c6374e-c292-440e-b2e3-a70c5e64562a___Crnl_L.Mold 8935.JPG,Tomato_Leaf_Mold,3
Tomato_Bacterial_spot/37d9751a-27aa-4771-a131-5411a43028f5___GCREC_Bact.Sp 3470.JPG,Tomato_Bacterial_spot,4
Tomato_Early_blight/762585ed-e09c-43c8-8297-8b6ef503ecb0___RS_Erly.B 7420.JPG,Tomato_Early_blight,1
Tomato_Early_blight/49c8f57f-3418-45db-b807-6192c20dfc6a___RS_Erly.B 7784.JPG,Tomato_Early_blight,1
Tomato_Late_blight/10f6247e-c3d0-4f3f-92aa-f1da76db8086___RS_Late.B 5147.JPG,Tomato_Late_blight,2
Tomato_healthy/488feb1c-4b9f-44e7-8aa6-4103a9601f5f___GH_HL Leaf 434.JPG,Tomato_healthy,0
Tomato_Bacterial_spot/56a71742-bb4c-4fde-8f21-5ebc5f37514d___GCREC_Bact.Sp 5738.JPG,Tomato_Bacterial_spot,4
Tomato_Late_blight/5c1531ba-78f7-4d02-b9f8-b227b33e22ac___GHLB2 Leaf 8874.JPG,Tomato_Late_blight,2
Tomato_healthy/b2793705-a666-4ba0-ac9f-3b60fc0bbdf4___RS_HL 0342.JPG,Tomato_healthy,0
Tomato_Early_blight/c581e384-d3bd-4a55-a03a-761ebe1e4895___RS_Erly.B 7567.JPG,Tomato_Early_blight,1
Tomato_Bacterial_spot/8359ee8c-ab0e-4aaf-9369-b1a748e4dcf1___GCREC_Bact.Sp 6337.JPG,Tomato_Bacterial_spot,4
Tomato_healthy/3be50742-0fe9-404a-809e-9597793748a8___GH_HL Leaf 191.JPG,Tomato_healthy,0
Tomato_Bacterial_spot/086880d1-73c4-40d3-99ea-d446c2299692___GCREC_Bact.Sp 3333.JPG,Tomato_Bacterial_spot,4
Tomato_healthy/7de93009-6180-4027-8779-76947cda3e2f___2700323949_95aa2eaa01_o.jpg,Tomato_healthy,0
